id,queue_type,sequence_id,sqs_message_id,sent_timestamp,received_timestamp,latency_ms,created_at,updated_at
157,standard,75,9b6a9b77-3cca-4d0a-ad8a-bacc45c8a276,1780594723.0037,1780594735.0456,12041.832208633,2026-06-04 17:38:55,2026-06-04 17:38:55
158,standard,54,31285b8d-889d-41b8-93cf-bec2dc192bb9,1780594719.5642,1780594735.3954,15831.245183945,2026-06-04 17:38:55,2026-06-04 17:38:55
159,standard,52,dd6f3194-2c65-4ea0-8556-27d7197c2b8a,1780594719.2769,1780594735.8084,16531.481981277,2026-06-04 17:38:55,2026-06-04 17:38:55
160,standard,39,3e5afa40-e664-419a-b0eb-bbb0c683ec02,1780594717.2101,1780594736.2155,19005.327939987,2026-06-04 17:38:56,2026-06-04 17:38:56
161,standard,45,9935ff01-d634-49fe-a739-8dbad55ee2e2,1780594718.1964,1780594737.1378,18941.460132599,2026-06-04 17:38:57,2026-06-04 17:38:57
162,standard,76,708d7bd5-0354-46cc-8e21-2ab7d222fd6b,1780594723.2084,1780594737.5488,14340.45791626,2026-06-04 17:38:57,2026-06-04 17:38:57
163,standard,55,768dee97-a884-489d-8743-991d3a4eac05,1780594719.7068,1780594737.9579,18251.065015793,2026-06-04 17:38:57,2026-06-04 17:38:57
164,standard,67,2c08fe6f-e3e8-4a3e-9ab6-1a55a2e1000b,1780594721.5749,1780594738.2812,16706.27617836,2026-06-04 17:38:58,2026-06-04 17:38:58
165,standard,87,a88e96e2-33ae-4223-9a24-729ca61b9c76,1780594725.733,1780594738.6738,12940.793991089,2026-06-04 17:38:58,2026-06-04 17:38:58
166,standard,74,4d4cdaa0-c66e-4ea8-96f6-0dc77f9297c7,1780594722.7984,1780594739.0838,16285.440921783,2026-06-04 17:38:59,2026-06-04 17:38:59
167,standard,82,2b1a773e-87e3-449b-929b-c7ca4cdf7e9b,1780594724.9491,1780594739.494,14544.875860214,2026-06-04 17:38:59,2026-06-04 17:38:59
168,standard,92,0f5617d1-62c2-47b2-9455-fada4d950e32,1780594726.4623,1780594739.9028,13440.535068512,2026-06-04 17:38:59,2026-06-04 17:38:59
169,standard,95,e0d6f98a-9a30-4f92-8a78-4fe2e58aafb0,1780594726.8974,1780594740.3122,13414.743185043,2026-06-04 17:39:00,2026-06-04 17:39:00
170,standard,71,8fa7790e-1626-401a-ad18-507b50a52567,1780594722.2863,1780594740.7228,18436.553955078,2026-06-04 17:39:00,2026-06-04 17:39:00
171,standard,89,8991b7a4-2697-4d4e-af74-d87f4ccf5065,1780594726.0204,1780594741.1317,15111.368894577,2026-06-04 17:39:01,2026-06-04 17:39:01
172,standard,59,438fe10f-ab32-44ad-a06e-11282481e031,1780594720.2837,1780594741.4556,21171.918869019,2026-06-04 17:39:01,2026-06-04 17:39:01
173,standard,63,836944ab-6374-42e8-abe2-c3b62a2205e9,1780594720.9948,1780594741.847,20852.149963379,2026-06-04 17:39:01,2026-06-04 17:39:01
174,standard,64,4d3c7a3f-6b6e-4d3f-a4b4-54dcd173cc5f,1780594721.1381,1780594742.2575,21119.400024414,2026-06-04 17:39:02,2026-06-04 17:39:02
175,standard,73,e9a295fa-eae1-4a21-a869-91e205808a1e,1780594722.6375,1780594742.6662,20028.63907814,2026-06-04 17:39:02,2026-06-04 17:39:02
176,standard,90,609dd2ed-d3a0-46f4-969f-3bce5be2d043,1780594726.164,1780594743.0781,16914.089202881,2026-06-04 17:39:03,2026-06-04 17:39:03
177,standard,94,6ae598f6-a686-4b65-8280-92eaefe02f4e,1780594726.7548,1780594743.4859,16731.132030487,2026-06-04 17:39:03,2026-06-04 17:39:03
178,standard,80,ac6438c1-55f9-4de6-86ce-7ed242619b68,1780594724.0275,1780594743.8362,19808.633089066,2026-06-04 17:39:03,2026-06-04 17:39:03
179,standard,96,55f9a065-08d2-49a1-a1b4-20758f249dec,1780594727.04,1780594744.3065,17266.522884369,2026-06-04 17:39:04,2026-06-04 17:39:04
180,standard,50,9f264e8e-e091-4e23-8064-7e5822651975,1780594718.983,1780594744.7154,25732.367992401,2026-06-04 17:39:04,2026-06-04 17:39:04
181,standard,98,bfa4228f-ccd1-4186-ab9d-eeaa2534c12b,1780594727.4069,1780594745.125,17718.125104904,2026-06-04 17:39:05,2026-06-04 17:39:05
182,standard,85,b948bffe-2e83-4e06-bb27-49396675b725,1780594725.4427,1780594745.535,20092.233896255,2026-06-04 17:39:05,2026-06-04 17:39:05
183,standard,79,48d1eae4-94d0-4a1e-922c-56e97f9efc1b,1780594723.8236,1780594745.9442,22120.532989502,2026-06-04 17:39:05,2026-06-04 17:39:05
184,standard,100,b2d0ecb4-1c65-44b4-bec4-14901dce41a4,1780594727.714,1780594746.2933,18579.367876053,2026-06-04 17:39:06,2026-06-04 17:39:06
185,standard,99,2512fad0-8001-4037-a037-043cf2768fdf,1780594727.5491,1780594746.7634,19214.278936386,2026-06-04 17:39:06,2026-06-04 17:39:06
186,standard,60,184cdfc0-59ab-4739-b578-2f6d29cdcb86,1780594720.4442,1780594747.1402,26696.049213409,2026-06-04 17:39:07,2026-06-04 17:39:07
187,standard,68,c591e5e0-a50f-4f16-9d78-878541139544,1780594721.7179,1780594747.5833,25865.44919014,2026-06-04 17:39:07,2026-06-04 17:39:07
188,standard,69,cbeda8d1-79fd-4352-b224-78ef09f55c98,1780594721.8766,1780594747.9009,26024.354934692,2026-06-04 17:39:07,2026-06-04 17:39:07
189,standard,84,1991222a-43ab-40a9-ae73-7145b95cdc37,1780594725.2987,1780594748.3011,23002.394914627,2026-06-04 17:39:08,2026-06-04 17:39:08
190,standard,86,c67b43a3-6576-469d-b784-9bf4531b8f97,1780594725.5892,1780594748.7089,23119.760990143,2026-06-04 17:39:08,2026-06-04 17:39:08
191,standard,72,c9e9620e-7c09-4d5d-ab3f-1c0c261db607,1780594722.4921,1780594749.0619,26569.869041443,2026-06-04 17:39:09,2026-06-04 17:39:09
192,standard,78,78a4dd1e-2c12-4a03-aa93-46ed3cf2d7e7,1780594723.6187,1780594749.5286,25909.854888916,2026-06-04 17:39:09,2026-06-04 17:39:09
193,standard,66,0573b8c8-a537-459e-aaf6-fa9cf0360331,1780594721.4316,1780594749.9391,28507.447004318,2026-06-04 17:39:09,2026-06-04 17:39:09
194,standard,83,c5422801-4ad5-43a3-9e2c-712bae6f1347,1780594725.1547,1780594750.2652,25110.566854477,2026-06-04 17:39:10,2026-06-04 17:39:10
195,standard,93,8b4258e8-82d0-4159-97fe-218cedd9282d,1780594726.6097,1780594750.6548,24045.017004013,2026-06-04 17:39:10,2026-06-04 17:39:10
196,standard,97,c143a2dd-3db1-4592-bbe9-a22b5043eeca,1780594727.2034,1780594751.0093,23805.943012238,2026-06-04 17:39:11,2026-06-04 17:39:11
197,standard,77,ec870264-4671-4f02-82b6-a228a88b0909,1780594723.414,1780594751.3344,27920.435905457,2026-06-04 17:39:11,2026-06-04 17:39:11
198,standard,81,f494b0f0-cb28-4bd2-baad-a2fe18e7448e,1780594724.2328,1780594751.7804,27547.553062439,2026-06-04 17:39:11,2026-06-04 17:39:11
199,standard,88,cfd95280-b8dc-49c0-bb5a-8de475a3896d,1780594725.8771,1780594752.1905,26313.408851624,2026-06-04 17:39:12,2026-06-04 17:39:12
200,standard,91,f449e7f8-dfe8-4334-b2c6-36ff204796cb,1780594726.3086,1780594752.6022,26293.596029282,2026-06-04 17:39:12,2026-06-04 17:39:12
